Species,domesticated,allocare_binay,adult_mass_combined,Litter_nmass,Litter_wmass,maternal_mass,Adult_mass,Litter_size,Neonatal_mass,Reproductive_years,Gestation_duration,Wean_mass,Wean_age,Litters/year,IBIs,Allonursing,Provisioning_Male,Provisioning_others,Provisioning mothers,Energy_input (Isler Van Schaik),Provisioning_Male (Stockley & Hobson),Energy_input_binary,"Commul nesting, babysitting, retrieval",Carrying_Male,Carrying_others,Care_input (Isler & Van Schaik),MaleCare (Stockley & Hobson),Care_Input_binary,Protection,Protection_binary,notes
Gazella_gazella,0,NA,20750,,,NA,20750,1.6,NA,17.15,180,NA,90,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Gazella_granti,0,1,40500,,,40500,47636.36,1,5602.5,19.01,196.1,NA,NA,NA,NA,0,0,0,NA,0,NA,0,1,0.425,0,1.425,NA,1,0.25,1,
Gazella_leptoceros,0,1,23600,,,NA,23600,1,4640,NA,162.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,1,
Gazella_rufifrons,0,NA,27000,,,NA,27000,1,NA,NA,172.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Gazella_soemmerringii,0,NA,40000,,,NA,40000,NA,NA,NA,195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Gazella_spekei,0,0,20000,,,NA,20000,1,1253.33,NA,194.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0,NA,NA,
Gazella_subgutturosa,0,0,25500,,,NA,25500,1.44,2426.67,14.125,161.1,13500,105,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0,NA,NA,
Gazella_thomsonii,0,1,17000,,,17000,16300,1,2553.75,18.79,165.55,NA,101.25,1.5,NA,0,0,0,NA,0,NA,0,1,0.85,0.1,1.95,NA,1,1,1,
Genetta_genetta,0,1,1788.085,,,1788.085,1866.67,2.315,75.975,19.1783333333333,74.25,NA,102.25,2,182.5,0,0,0,NA,0,NA,0,0,0,0,0,1,1,NA,NA,
Genetta_maculata,0,NA,2225,,,NA,2225,2.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Genetta_tigri,0,1,1908.285,,,1908.285,1820,2.57,78.25,19,70.55,NA,73,2,304.16,0,0,0,NA,0,NA,0,1,0.425,0.05,1.475,NA,1,0,0,
Geocapromys_brownii,0,NA,1500,,,NA,1500,1.8,NA,8.83333333333333,96.9,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Geocapromys_ingrahami,0,NA,660,,,NA,660,1,78,NA,115.5,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Geogale_aurita,0,0,6.7,,,NA,6.7,3.9,0.7,NA,61.8,NA,36.3,2,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,
Geomys_arerius,0,NA,210,,,NA,210,5,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Geomys_bursarius,0,1,192,,,192,176.67,3.39,5.51,9.29458333333334,38.7,22.5,32.15,1,NA,0,0,0,NA,0,NA,0,NA,NA,NA,NA,1,1,NA,NA,
Geomys_persotus,0,0,397,,,NA,397,3.3,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,
Geomys_pinetis,0,0,313,,,313,142.5,1.86,5.8,NA,27.9,45,30,1.73,NA,0,0,0,NA,0,NA,0,0,0,0,0,NA,0,NA,NA,
Georychus_capensis,0,NA,181,,,NA,181,5.95,8.4,2.16666666666667,44.1,36,17.1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Gerbillurus_paeba,0,NA,28.5,,,NA,28.5,3.63,2.1,NA,23.7,13.5,24.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Gerbillurus_setzeri,0,1,38.6,,,NA,38.6,3,2.3,NA,21,20.15,25.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,
Gerbillurus_tytonis,0,NA,24,,,NA,24,4.4,1.9,NA,NA,13,29.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Gerbillus_andersoni,0,0,22,,,NA,22,3.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,
Gerbillus_cheesmani,0,NA,43.35,,,NA,43.35,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Gerbillus_dasyurus,0,NA,24.4,,,NA,24.4,4.4,NA,NA,25.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Gerbillus_gerbillus,0,NA,25,,,NA,25,4.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Gerbillus_gleadowi,0,NA,26.1,,,NA,26.1,3.5,1.9,NA,20.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Gerbillus_henleyi,0,NA,11.7,,,NA,11.7,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Gerbillus_nus,0,NA,18.5,,,NA,18.5,5,NA,NA,21.6,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Gerbillus_perpallidus,0,NA,NA,,,NA,NA,4.46,2.24,NA,20.1,17.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Gerbillus_pyramidum,0,1,36.9828179780266,,,36.9828179780266,37,3.4,2.52517268084821,7.98110485549316,26.8964899822307,11,27.6,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,
Gerbillus_simoni,0,1,NA,,,NA,NA,4.68,NA,NA,NA,NA,26.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0,0,0.5,NA,1,NA,NA,
Giraffa_camelopardalis,0,1,828000,,,828000,800000,1.12,59770.59,34.05375,451.85,NA,318.75,0.54,NA,0.1,0,0,NA,0.1,NA,1,0,0,0,0,NA,0,NA,NA,
Glaucomys_sabrinus,0,1,158,,,158,132.17,3.33,5.62,12.98375,39.55,33.87,61.55,1,NA,0,0,0,NA,0,NA,0,0,0,0.041,0.041,NA,1,NA,NA,
Glaucomys_volans,0,1,69.6339313999913,,,69.6339313999913,65.38,3.085,3.64594698160281,15.8416666666667,39.7730516489814,44.6,53.75,1.33,NA,0,0,0,NA,0,NA,0,0.5,0,0,0.5,NA,1,NA,NA,
Glirulus_japonicus,0,NA,27,,,NA,27,4,NA,NA,30,NA,NA,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Globicephala_macrorhynchus,0,NA,726000,,,NA,726000,1,60000,54.15,457.5,NA,1440,0.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Globicephala_melas,0,1,1060000,,,NA,1060000,1,109666.67,53.2316666666667,444,NA,800.7,0.2,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0.01,0.022,0.532,NA,1,NA,NA,
Golunda_ellioti,0,NA,65,,,NA,65,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Gorilla_beringei,0,0,97500,,,97500,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,
Gorilla_beringeiberingei,0,0,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,
Gorilla_gorilla,0,0,91071.3612711249,,,91071.3612711249,90693.055,1.015,2091.60783719776,41.0103489215646,257.034894569222,17120.89,1035.06666666667,0.26,1414.375,0,0,0,NA,0,NA,0,0,0,0,0,NA,0,NA,NA,
Grammomys_cometes,0,0,NA,,,NA,NA,NA,NA,NA,NA,NA,22.5,3,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,
Grammomys_dolichurus,0,1,43.7,,,NA,43.7,2.74,4.2,4.21666666666667,24,NA,24.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0.05,0,0.55,NA,1,NA,NA,
Grammomys_rutilans,0,0,53,,,NA,53,1,NA,NA,24.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,
Grampus_griseus,0,0,425000,,,NA,425000,NA,NA,NA,360,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,
Graomys_griseoflavus,0,1,66,,,NA,66,7.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.13,0.01,1.14,NA,1,NA,NA,
Graphiurus_crassicaudatus,0,1,NA,,,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,
Graphiurus_murinus,0,0,24,,,NA,24,3,3.5,NA,24,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,
Graphiurus_ocularis,0,1,68.8,,,NA,68.8,5,NA,NA,NA,25.6,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,
Gulo_gulo,0,0,11696.245,,,11696.245,16333.33,2.84,88.275,16.1516666666666,51.1,NA,99.5,0.475,821.25,0,0,0,NA,0,NA,0,NA,NA,NA,NA,0,0,NA,NA,
Halichoerus_grypus,0,1,155000,,,155000,186000,1,12820,40.345,238.05,43077.78,18.45,0.93,NA,0.1,0,0,NA,0.1,0,1,NA,NA,NA,NA,0,0,NA,NA,
Hapalemur_aureus,0,1,1390,,,NA,1390,NA,NA,NA,NA,NA,135,1,365,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0.5,1,NA,NA,
Hapalemur_griseus,0,0,812.5,,,812.5,1052.855,1.4,45.0666666666667,14.9263888888889,139.966666666667,NA,104.066666666667,1.09,167.29,0,0,0,NA,0,NA,0,NA,NA,NA,NA,0,0,NA,NA,
Hapalemur_simus,0,0,1300,,,NA,1300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,
Helarctos_malayanus,0,0,46000,,,NA,46000,1.16,275,24.5,110.4,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,
Heliophobius_argenteocinereus,0,0,88,,,88,160,2.6,7,NA,87,NA,NA,1.25,NA,0,0,0,NA,0,NA,0,NA,NA,NA,NA,0,0,NA,NA,
Heliosciurus_rufobrachium,0,0,326.5,,,NA,326.5,2.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,
Helogale_parvula,0,1,274.415,,,274.415,274.8,3.435,NA,16.75,51.7,NA,42.5,2.29,141.94,0.35,0.5,1,0,1.85,NA,1,NA,NA,NA,NA,0,0,1,1,
Hemicentetes_semispinosus,0,1,107.946678774519,,,107.946678774519,149.6,4.94333333333333,15.1642154553606,2.54666666666667,53.5266679642987,NA,19.3,1.75,NA,0,0,0,NA,0,0,0,NA,NA,NA,NA,0,0,1,1,
Hemiechinus_aethiopicus,0,1,358,,,NA,358,3.75,8.5,NA,NA,NA,49.2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,
Hemiechinus_auritus,0,0,250,,,250,342,4.05,10.14,7.02,38.15,NA,32.55,1,NA,0,0,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,
Hemiechinus_hypomelas,0,0,292,,,NA,292,3.2,NA,NA,NA,NA,60,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,
Hemiechinus_micropus,0,NA,171,,,NA,171,3.13,8.5,NA,37.2,NA,60,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Hemigalus_derbyanus,0,0,2041,,,2041,2375,2,125,NA,NA,NA,69.95,NA,NA,0,0,0,NA,0,0,0,NA,NA,NA,NA,0,0,0,0,
Hemitragus_hylocrius,0,0,NA,,,NA,NA,1,NA,NA,185.1,NA,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,
Hemitragus_jemlahicus,0,1,44977.9854893288,,,44977.9854893288,35200,1.015,2348.86971622246,19.2652496774338,184.617180932249,NA,149.1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,1,
Herpailurus_yaguarondi,0,1,6750,,,NA,6750,2.34,NA,12.8,69.9,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,
Herpestes_edwardsii,0,0,1008,,,NA,1008,2.6,NA,NA,59.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0,NA,NA,
Herpestes_ichneumon,0,1,3265,,,3265,2920,2.91,NA,11.3,67.25,800,58,1,NA,0.25,0,0.25,0,0.5,1,1,NA,NA,NA,NA,NA,NA,0.5,1,
Herpestes_javanicus,0,1,527,,,527,800,2.24,25.92,15.78,48.8,275,49.9,NA,NA,0,0,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,0.5,1,
Heterocephalus_glaber,0,1,39.36,,,39.36,35,10.125,1.87,15.375,66.9,11,35.1,4,81.1,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,1,1,
Heterohyrax_brucei,0,NA,2456.67,,,NA,2456.67,1.94,225,NA,227.1,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Heteromys_anomalus,0,NA,70,,,NA,70,2,3.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Heteromys_desmarestianus,0,NA,77,,,NA,77,3.31,3,NA,27.6,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Heteromys_goldmani,0,1,85,,,NA,85,NA,NA,NA,NA,NA,NA,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,1,
Heteromys_oresterus,0,NA,81,,,NA,81,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Hexaprotodon_liberiensis,0,NA,217770.977235316,,,217770.977235316,215000,1,6121.59224003799,39.3111020085445,207.788921988324,NA,219.9,0.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Hippocamelus_antisensis,0,NA,68600,,,NA,68600,1,NA,NA,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Hippocamelus_bisulcus,0,NA,70000,,,NA,70000,1,NA,NA,195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Hippopotamus_amphibius,0,0,1450981.44129583,,,1450981.44129583,1258333.33,1,39732.9124734721,53.8764642376624,233.281935409367,237500,306.45,0.61,NA,0,0,0,NA,0,NA,0,0,0,0,0,0,0,NA,NA,
Hipposideros_beatus,0,0,6.7,,,6.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,0,NA,NA,
Hipposideros_galeritus,0,0,10.17,,,10.17,NA,0.99,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,
Hippotragus_equinus,0,0,238375,,,238375,242000,1,15166.67,23.9,276.8,NA,180,NA,NA,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,
Hippotragus_niger,0,0,165000,,,165000,200500,1,15447.14,20.20375,263.3,NA,210,1,NA,0,0,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0,0,
Hodomys_alleni,0,NA,368,,,NA,368,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Holochilus_brasiliensis,0,1,155,,,NA,155,3,5,NA,28.2,NA,22.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,
Homo_sapiens,0,0,56810.6998202702,,,56810.6998202702,54800,1,3292.30152517537,86,272.211435166908,9099.995,720,NA,1117.81,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,
Hoplomys_gymnurus,0,NA,504,,,NA,504,2.1,24.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Hyae_brunnea,0,NA,42977.93,,,42977.93,NA,2.7,693.09,NA,NA,27399.99,NA,NA,532.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Hyae_hyae,0,0,35685.255,,,35685.255,40000,2.525,661.365,21.82875,90.2,NA,320.05,NA,237.25,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,
Hybomys_univittatus,0,0,51.8,,,NA,51.8,2.5,4.4,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,
Hydrictis_maculicollis,0,NA,4180.53,,,4180.53,NA,3,NA,NA,NA,NA,NA,NA,365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Hydrochaeris_hydrochaeris,0,1,34258.8759548666,,,34258.8759548666,55000,3.685,3535.50054607869,12.4548498564031,182.446481924325,8299,106.7,1.25,NA,0.25,0,0,NA,0.25,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,
Hydrodamalis_gigas,0,NA,4000000,,,NA,4000000,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Hydromys_chrysogaster,0,0,606,,,NA,606,3.8,24.39,NA,35.1,150,31.5,2.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,
Hydropotes_inermis,0,1,12217.9966016487,,,12217.9966016487,14000,2.905,1035.32371469665,13.2383577438816,181.444025092088,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75,0,0,0.75,NA,1,1,1,
Hydrurga_leptonyx,0,0,345500,,,345500,398666.67,1,30875,22.7625,279.5,NA,30.2,NA,NA,0,0,0,NA,0,NA,0,0,0,0,0,NA,0,NA,NA,
Hyemoschus_aquaticus,0,0,10825,,,10825,12250,1.235,NA,12.5675,197.4,NA,145.05,1,NA,0,0,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,
Hylobates_agilis,0,0,5829.08,,,5829.08,5743.335,1.00666666666667,NA,NA,NA,NA,724,NA,1138.8,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,
Hylobates_concolor,0,0,7004.835,,,NA,7004.835,1,NA,NA,205.2,NA,724,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,
Hylobates_hoolock,0,1,6690,,,NA,6690,1,NA,NA,NA,NA,711.5,NA,1080.4,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,1,NA,NA,
Hylobates_klossi,0,1,5920,,,5822.29,5910,1.005,NA,NA,210,NA,527,0.42,1200.85,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,0.5,1,
Hylobates_lar,0,1,5506.41786465658,,,5506.41786465658,5195.28,1.0025,369.845847308394,33.4834753316686,211.809028381212,1055.00666666667,688.966666666667,0.45,982.76,0,0.1,0.1,NA,0.2,0,1,NA,NA,NA,NA,NA,NA,NA,NA,
Hylobates_moloch,0,1,5860.81,,,5860.81,6149.2,1,NA,NA,225,NA,724,0.42,365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,
Hylobates_muelleri,0,NA,5909.81,,,5909.81,5350,1.02,NA,NA,NA,NA,NA,NA,1087.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Hylobates_pileatus,0,NA,5542.37,,,5542.37,5440,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Hylobates_syndactylus,0,1,11295,,,11295,10127.335,1.085,522.165,25.85,230.733333333333,NA,636,0.36,1095,0,0.5,0.5,NA,1,NA,1,0,0,0,0,NA,0,NA,NA,
Hylochoerus_meinertzhageni,0,NA,202500,,,NA,202500,4.7,1250,16.5416666666667,131.7,NA,67.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Hylomys_suillus,0,NA,64,,,NA,64,2.43,NA,NA,32.4,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Hylomyscus_alleni,0,NA,20,,,NA,20,3,1.5,NA,29.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Hylomyscus_stella,0,NA,16.7,,,NA,16.7,3.13,1.49,NA,29.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Hylopetes_alboniger,0,NA,240,,,NA,240,2.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Hylopetes_fimbriatus,0,NA,510,,,NA,510,3.4,NA,NA,NA,NA,75,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Hyomys_goliath,0,1,882,,,NA,882,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,1,NA,1,NA,NA,
Hyperacrius_fertilis,0,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Hyperacrius_wynnei,0,NA,52.6,,,NA,52.6,1.67,NA,NA,NA,NA,NA,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Hyperoodon_ampullatus,0,NA,5266666.67,,,NA,5266666.67,1,NA,27.2183333333333,360,NA,360,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Hypogeomys_antime,0,NA,1250,,,NA,1250,1,NA,NA,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Hystrix_africaeaustralis,0,NA,14936.02,,,14936.02,15680,1.805,318.37,NA,72.6,NA,75.9,1.585,375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Hystrix_brachyura,0,NA,8000,,,NA,8000,NA,445,NA,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Hystrix_cristata,0,0,14401.9213230144,,,14401.9213230144,18333.33,2.715,1000,26,69.0585867165037,NA,NA,NA,NA,0,0,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,
Hystrix_indica,0,NA,14650,,,NA,14650,2,NA,NA,111.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Hystrix_pumila,0,NA,2740,,,NA,2740,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Ichneumia_albicauda,0,0,3971.7,,,3971.7,3150,2.34,NA,12.73,NA,NA,270,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,
Ictonyx_libyca,0,0,500,,,NA,500,2,5,NA,50.4,250,37.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0,NA,NA,
Ictonyx_striatus,0,0,762.01,,,762.01,765,2.235,13.095,12.8308333333334,35.95,170,102,1,365,0,0,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,
Idiurus_zenkeri,0,1,15.75,,,NA,15.75,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,
Indri_indri,0,1,6335,,,6335,7379,1,300,NA,146.833333333333,NA,347.433333333333,0.4,912.5,0,0,0,NA,0,NA,0,0,0,0,0,1,1,0.5,1,
Inia_geoffrensis,0,NA,96500,,,NA,96500,1,6800,NA,294.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Iomys_horsfieldi,0,1,120,,,NA,120,2.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,
Isoodon_macrourus,0,0,1505.77,,,1505.77,NA,3.13,0.17,NA,NA,150,NA,2.66,60.5,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,
Isoodon_obesulus,0,0,824.76,,,824.76,NA,2.33,0.34,NA,NA,180.89,NA,2.2,114.75,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,
Jaculus_jaculus,0,1,55,,,NA,55,4.33,2,5.355,38.4,20,50.1,1.5,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,1,1,NA,NA,
Jaculus_orientalis,0,1,134,,,NA,134,2.5,NA,NA,34.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,
Jaculus_turcmenicus,0,1,NA,,,NA,NA,4.5,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,
Kanbateomys_amblyonyx,0,0,599.99,,,599.99,460,1,NA,NA,NA,NA,NA,NA,102,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,
Kerivoula_lanosa,0,0,6.66,,,6.66,NA,0.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,
Kerivoula_papillosa,0,0,10.21,,,10.21,NA,0.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,
