Species,domesticated,allocare_binay,adult_mass_combined,Litter_nmass,Litter_wmass,maternal_mass,Adult_mass,Litter_size,Neonatal_mass,Reproductive_years,Gestation_duration,Wean_mass,Wean_age,Litters/year,IBIs,Allonursing,Provisioning_Male,Provisioning_others,Provisioning mothers,Energy_input (Isler Van Schaik),Provisioning_Male (Stockley & Hobson),Energy_input_binary,"Commul nesting, babysitting, retrieval",Carrying_Male,Carrying_others,Care_input (Isler & Van Schaik),MaleCare (Stockley & Hobson),Care_Input_binary,Protection,Protection_binary,notes
Malacothrix_typica,0,NA,12.33,,,NA,12.33,4.1,1.2,NA,26.4,NA,32.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Mandrillus_leucophaeus,0,1,9087.5,,,NA,9087.5,1,772,23.7229166666666,180.85,NA,480,NA,448.95,NA,NA,NA,NA,NA,NA,NA,0.27,0,0,0.27,NA,1,NA,NA,
Mandrillus_sphinx,0,NA,12408.335,,,NA,12408.335,1.035,682.25,32.1979166666666,177.6,3000,349.6,0.83,532.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Manis_crassicaudata,0,NA,3900,,,NA,3900,1,331.75,NA,67.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Manis_gigantea,0,NA,33000,,,NA,33000,NA,500,NA,NA,6000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Manis_javanica,0,1,5150,,,5150,5150,1,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,1,1,
Manis_pentadactyla,0,0,2350,,,NA,2350,1,92.5,NA,NA,NA,86.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0,NA,NA,
Manis_temminckii,0,NA,7230,,,NA,7230,1,338,NA,138.9,948.7,35.1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Manis_tetradactyla,0,NA,2750,,,NA,2750,1.05,NA,NA,NA,400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Manis_tricuspis,0,0,1790,,,1790,1480,1,120,NA,129.5,675,124.95,NA,NA,0,0,0,NA,0,NA,0,NA,NA,NA,NA,0,0,0,0,
Marmota_baibaci,0,NA,NA,,,NA,NA,6,NA,NA,39.9,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Marmota_bobak,0,0,NA,,,NA,NA,4.83,35.5,12,40.5,NA,NA,0.83,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,
Marmota_broweri,0,1,3180,,,NA,3180,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.5,1,
Marmota_caligata,0,0,2253.71,,,2253.71,6343.33,4.435,NA,NA,28.2,NA,27.6,0.5,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,
Marmota_camtschatica,0,NA,NA,,,NA,NA,5.5,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Marmota_caudata,0,1,4100,,,NA,4100,4.73,NA,NA,30,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,1,NA,NA,
Marmota_flaviventris,0,1,2800,,,2800,2930,4.4,33.8,19.2,30.5,478.83,25.85,0.94,NA,0.1,0,0,NA,0.1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,
Marmota_marmota,0,1,4138.34307132802,,,4138.34307132802,2010,4.31,29.6933301586902,14.4355372163502,35.7483711142081,NA,58.05,1,NA,0.1,0,0,NA,0.1,0,1,1,0,0,1,NA,1,NA,NA,
Marmota_menzbieri,0,1,NA,,,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.5,1,
Marmota_mox,0,0,3485,,,3485,3413,4.5,27.43,10.34125,32.35,248,45.55,1,NA,0,0,0,NA,0,0,0,NA,NA,NA,NA,0,0,NA,NA,
Marmota_olympus,0,0,6300,,,NA,6300,4,NA,NA,30,NA,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,
Marmota_sibirica,0,NA,8000,,,NA,8000,4.5,NA,NA,41.1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Marmota_vancouverensis,0,NA,4750,,,NA,4750,3.33,NA,NA,30,NA,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Martes_america,0,1,873.69,,,873.69,606.67,2.665,31.985,15.5275,27.9,400.39,45,1,365,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,1,1,NA,NA,
Martes_flavigula,0,NA,2500,,,NA,2500,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Martes_foi,0,0,1450,,,1450,1700,3.79,NA,16.5166666666667,62.85,NA,42.8,NA,NA,0,0,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0,0,
Martes_martes,0,1,1140.995,,,1140.995,1300,3.645,30,15.97125,40.95,679.995,50.8,0.875,365,0,0.1,0,NA,0.1,0,1,NA,NA,NA,NA,1,1,NA,NA,
Martes_pennti,0,0,3000,,,3000,2600,2.97,31.875,10.6779166666667,34.95,NA,84.9,1,365,0,0,0,NA,0,0,0,0,0,0,0,NA,0,NA,NA,
Martes_zibelli,0,1,1130,,,1130,1066.67,3.2,31.25,15.3325,38.75,600,51.35,NA,NA,0,0.25,0,NA,0.25,NA,1,NA,NA,NA,NA,NA,NA,0.5,1,
Massoutiera_mzabi,0,1,194,,,NA,194,2,20.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.25,0,0,0.25,NA,1,NA,NA,
Mastomys_erythroleucus,0,0,37.77,,,NA,37.77,6.5,NA,NA,21,22.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0,NA,NA,
Mastomys_talensis,0,1,50.0034534976979,,,50.0034534976979,44.97,14.18,2.41847082270576,NA,23.110323950878,13.28,20.7,2,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,1,NA,NA,
Mazama_america,0,0,23000,,,NA,23000,1,542.5,12.8333333333333,222.9,NA,180,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,
Mazama_gouazoupira,0,NA,16650,,,NA,16650,1,792.33,NA,222.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Mazama_rufi,0,1,8200,,,NA,8200,1,NA,NA,217.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,
Megadontomys_thomasi,0,NA,111,,,NA,111,2.7,4.5,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Megaptera_novaeangliae,0,0,30000000,,,NA,30000000,1.01,1325000,71.6433333333333,342.9,NA,272.4,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,
Meles_meles,0,0,10992.015,,,10992.015,13000,3.11,87.245,16.11125,52.85,NA,93.45,0.875,365,0,0,0,NA,0,NA,0,NA,NA,NA,NA,0,0,NA,NA,
Mellivora_capensis,0,NA,10000,,,NA,10000,2.33,210,NA,175.8,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Melogale_persota,0,NA,2000,,,NA,2000,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Melomys_burtoni,0,NA,62,,,NA,62,2.4,NA,NA,NA,30.5,22.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Melomys_capensis,0,NA,65,,,NA,65,2,6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Melomys_cervinipes,0,0,94,,,NA,94,2.5,NA,NA,39,17.5,32.4,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,
Melomys_leucogaster,0,0,96,,,NA,96,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,
Melomys_levipes,0,1,81.6,,,NA,81.6,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,1,
Melomys_moncktoni,0,NA,89.8,,,NA,89.8,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Melomys_rubex,0,0,45.9,,,NA,45.9,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,
Melomys_rufescens,0,1,57.4,,,NA,57.4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.5,1,
Melursus_ursinus,0,0,99874.995,,,99874.995,100000,1.615,NA,30.3,156.3,NA,235.75,NA,1095,0,0,0,NA,0,NA,0,NA,NA,NA,NA,0,0,NA,NA,
Mephitis_macroura,0,1,965,,,NA,965,5.33,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.5,1,
Mephitis_mephitis,1,1,2094.995,,,2094.995,1821.25,5.4,30.645,8.56458333333334,58.45,493.5,59.2,1.605,365,0,0,0,NA,0,0.5,1,0,0,0,0,NA,0,NA,NA,
Meriones_crassus,0,0,69.94,,,69.94,48.3,4.02,3.37,5.33333333333333,24.6,NA,20.1,2,67,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,
Meriones_hurriae,0,NA,70,,,NA,70,4.46,3.5,NA,29.1,20.5,24.6,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Meriones_libycus,0,NA,77,,,NA,77,4.97,5.33,NA,25.2,45,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Meriones_meridianus,0,NA,53,,,NA,53,5.56,NA,NA,23.1,NA,21,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Meriones_persicus,0,0,100,,,NA,100,4.33,5,NA,25.2,NA,19.2,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,
Meriones_shawi,0,1,185,,,NA,185,5.41,4.46,NA,25.8,25,22.5,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,0,1,NA,1,NA,NA,
Meriones_tamariscinus,0,1,NA,,,NA,NA,4.125,3,NA,NA,15.455,16.8,2,27,NA,NA,NA,NA,NA,0,0,1,0,0,1,1,1,NA,NA,
Meriones_tristrami,0,1,105,,,NA,105,4.6,3,NA,25.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,1,
Meriones_unguiculatus,0,0,54.575,,,54.575,53.2,4.95,2.875,3.935,25.1,14.095,26.05,3.42,46,0,0,0,NA,0,NA,0,0,0,0,0,0,0,NA,NA,
Meriones_vinogradovi,0,0,150,,,NA,150,7,3,NA,21.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,
Mesembriomys_gouldii,0,0,900,,,NA,900,1.96,34.9,3.72333333333333,43.8,440.5,46.8,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,
Mesembriomys_macrurus,0,0,268.5,,,NA,268.5,2,NA,NA,47.1,NA,48.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,
Mesocricetus_auratus,0,1,87.3163138470091,,,87.3163138470091,105,8.69666666666667,2.1529569717096,3.37081627117272,15.8440830945624,22.93,22.2,3.875,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,1,1,
Mesocricetus_brandti,0,NA,197.5,,,NA,197.5,6.49,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Mesocricetus_raddei,0,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Mesoplodon_bidens,0,1,3400000,,,NA,3400000,1,NA,NA,360,NA,360,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.05,0,0.05,NA,1,NA,NA,
Mesoplodon_carlhubbsi,0,0,1500000,,,NA,1500000,NA,NA,NA,360,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0,NA,NA,
Mesoplodon_densirostris,0,0,1050000,,,NA,1050000,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,
Microcavia_australis,0,0,261.49,,,261.49,350,2.47,30.395,NA,54,NA,38.4,4.25,54.6,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,
Microcebus_coquereli,0,NA,306.67,,,NA,306.67,1.7,14.5,13.7333333333333,88.5,NA,136.2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Microcebus_murinus,0,1,65.1,,,65.1,67,2.155,6.44,15.0983333333333,59.1333333333333,NA,39.7,1,365,0.1,0,0,NA,0.1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,
Microcebus_rufus,0,0,55.5,,,NA,55.5,2.25,6.5,NA,61,NA,39.9,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,
Microdipodops_megacephalus,0,1,13.6,,,13.6,13.45,3.9,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,0,NA,0,NA,NA,NA,NA,1,1,NA,NA,
Microdipodops_pallidus,0,NA,13.55,,,NA,13.55,3.9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Microgale_dobsoni,0,0,37.9,,,37.9,37.8,1.99,3.95,3.76,61.4,NA,28.6,NA,NA,0,0,0,NA,0,NA,0,0,0,0,0,NA,0,NA,NA,
Microgale_talazaci,0,NA,48.1,,,NA,48.1,2.25,3.65,4.04166666666667,60.9,NA,29.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Micromys_minutus,0,1,6.4,,,6.4,6,5.15,0.9,4.29125,19.75,NA,16.6,2.6,NA,0,0,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0.75,1,
Micropotamogale_lamottei,0,NA,69.6,,,NA,69.6,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Microtus_abbreviatus,0,0,50,,,NA,50,2.57,3.45,NA,21,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,
Microtus_agrestis,0,0,35.87,,,35.87,46,4.535,2.195,3.1525,20.4,8.89,13.2,3.555,20.26,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,0,NA,NA,
Microtus_arvalis,0,0,36,,,36,27.5,5.11,1.85,3.75458333333333,20.65,8.87,16.7,5.5,NA,0,0,0,NA,0,NA,0,NA,NA,NA,NA,0,0,NA,NA,
Microtus_breweri,0,0,54,,,NA,54,3.98,3.5,NA,21.9,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0,0,0,
Microtus_californicus,0,0,48.61,,,48.61,53.5,4.475,3.055,1.92,21.2,18.28,17,4.915,NA,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,
Microtus_canicaudus,0,1,35.3,,,NA,35.3,4.33,2.43,NA,21.9,13.98,18,2,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,1,NA,1,0,0,
Microtus_chrotorrhinus,0,1,39,,,NA,39,3.56,NA,NA,20.1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,
Microtus_duodecimcostatus,0,1,NA,,,NA,NA,2.53,2.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,
Microtus_fortis,0,NA,63,,,NA,63,5,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Microtus_gregalis,0,1,47.5,,,NA,47.5,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,1,NA,1,1,1,
Microtus_guentheri,0,0,51.4,,,51.4,51.6,5.96,3,3.58125,21,15,18.85,3.33,NA,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,
Microtus_juldaschi,0,0,NA,,,NA,NA,3.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,
Microtus_longicaudus,0,0,36.7,,,NA,36.7,5.22,NA,NA,NA,NA,NA,1.9,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0,NA,NA,
Microtus_lusitanicus,0,0,NA,,,NA,NA,2,1.7,NA,20.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0,NA,NA,
Microtus_mexicanus,0,NA,35,,,NA,35,2.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Microtus_miurus,0,NA,39.5,,,NA,39.5,5.96,2.6,NA,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Microtus_montanus,0,0,45.125,,,45.125,49.5,5.18,3.47,NA,21,9.33,15.6,4.63,22.25,0,0,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0,0,
Microtus_montebelli,0,0,39.85,,,NA,39.85,4.3,2.45,NA,29.1,17.6,20.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,
Microtus_ochrogaster,0,0,39,,,39,40,3.835,2.98,3.95833333333333,22.6,15.91,20.55,4.035,26,0,0,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,
Microtus_oeconomus,0,0,33.1,,,33.1,93.33,5.69,2.385,1.67166666666667,21.3,15.75,21.3,3.44,23.15,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,
Microtus_oregoni,0,NA,20.5,,,NA,20.5,3.28,1.63,NA,23.4,10,13.8,4.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Microtus_pennsylvanicus,0,0,40.515,,,40.515,43.67,5.06,2.43,2.0425,21,13.37,14.4,2.64,21.19,0,0,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,
Microtus_pinetorum,0,0,23.625,,,23.625,25.5,2.68,2.37,3.51,21.75,9.59,20.7,2.62,26.05,0,0,0,NA,0,NA,0,0,0,0,0,0,0,NA,NA,
Microtus_richardsoni,0,1,85.5,,,85.5,106.2,5.865,5.265,NA,27,31.09,21,2,NA,NA,NA,NA,NA,NA,0,0,1,0,0,1,NA,1,0.5,1,
Microtus_socialis,0,1,48,,,NA,48,4.96,2.1,NA,19.5,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,
Microtus_subterraneus,0,NA,19.5,,,NA,19.5,2.68,1.6,2.56916666666667,21.3,9.44,23.7,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Microtus_townsendii,0,0,57.9,,,57.9,54.8,5.28,NA,NA,22.5,15.1,15.95,NA,NA,0,0,0,NA,0,0,0,0,0,0,0,NA,0,NA,NA,
Microtus_transcaspicus,0,1,NA,,,NA,NA,2.1,2.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,
Microtus_xanthogthus,0,1,92.65,,,92.65,141.5,8.175,3.495,NA,NA,NA,30,2,NA,NA,NA,NA,NA,NA,0,0,1,0,0,1,0,1,NA,NA,
Millardia_meltada,0,1,70,,,NA,70,5.62,NA,NA,18.6,NA,NA,4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,1,
Miniopterus_australis,0,0,7.4,,,7.4,NA,0.99,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,
Miniopterus_minor,0,0,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,
Miopithecus_talapoin,0,1,1404.43,,,1404.43,1326.665,1.00333333333333,181.346666666667,23.0230555555556,164.666666666667,428.82,175.3,1,365,0.1,0,0,NA,0.1,NA,1,0,0,0,0,NA,0,NA,NA,
Mirounga_angustirostris,0,1,700000,,,700000,716666.67,1,35250,16.9158333333334,252.75,138037.14,26.6,1,NA,0.25,0,0,NA,0.25,NA,1,NA,NA,NA,NA,NA,NA,0.5,1,
Mirounga_leoni,0,0,503000,,,503000,579400,1,39918.89,20.59625,224.45,130192.31,23,0.86,NA,0,0,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,
Mirza_coquereli,0,0,326,,,NA,326,1.5,17.5,13.32,89.2,NA,86,NA,365,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0,NA,NA,
Mochus_mochus,0,NA,275000,,,NA,275000,1,19600,19.6666666666667,300,NA,46.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Mochus_schauinslandi,0,1,173000,,,173000,173000,1,30675,21.4,332.5,64000,37.5,0.5,NA,0.25,0,0,NA,0.25,NA,1,0,0,0,0,1,1,1,1,
Monodon_monoceros,0,NA,900000,,,NA,900000,1,80000,44,444.9,NA,510,0.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Moschiola_memin,0,0,2450,,,NA,2450,1.5,319,NA,148.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0,NA,NA,
Moschus_berezovskii,0,NA,10900,,,NA,10900,1.71,524,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Moschus_chrysogaster,0,1,11000,,,NA,11000,1,800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0,0,0.5,NA,1,NA,NA,
Moschus_moschiferus,0,NA,12500,,,NA,12500,1.49,458.75,10.705,159.9,NA,105,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Mungos_mungo,0,1,1060,,,1060,1331.5,2.96,23.15,13.8345833333333,60.45,NA,28,1.75,365,0.25,0.5,0.5,0,1.25,NA,1,0,0,0,0,NA,0,NA,NA,
Mungotictis_decemlineata,0,NA,700,,,NA,700,1,50,NA,98.1,NA,38.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Muntiacus_muntjak,0,0,15798.4241775119,,,15798.4241775119,14000,1.165,1274.79829326519,17.4485076470815,192.700513972649,NA,60.5,NA,NA,0,0,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0,0,
Muntiacus_reevesi,0,NA,12000,,,NA,12000,1,1096.67,19.1666666666667,205.8,NA,NA,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Mus_booduga,0,0,9.22,,,NA,9.22,6.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0,NA,NA,
Mus_caroli,0,NA,11.25,,,NA,11.25,NA,1.2,NA,20.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Mus_cervicolor,0,NA,17.7,,,NA,17.7,4.13,1.5,NA,19.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Mus_mayori,0,NA,NA,,,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Mus_minutoides,0,NA,7.25,,,NA,7.25,3.83,0.97,2.91833333333333,20.1,3.34,20.7,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Mus_musculoides,0,1,6,,,NA,6,4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0,0.5,1,
Mus_musculus,1,1,17.036968714369,,,17.036968714369,20.5,5.7,1.15625911871838,4.50860840599266,20.1976537695135,9.475,21.3,4.535,NA,0.33,0,0,NA,0.33,NA,1,NA,NA,NA,NA,NA,NA,1,1,
Mus_platythrix,0,NA,28.2,,,NA,28.2,5.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Mus_spicilegus,0,0,NA,,,NA,NA,6.69,NA,NA,NA,NA,NA,4.5,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,
Mus_spretus,0,1,16.67,,,16.67,12.8,5.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,1,1,1,0,0,
Mus_triton,0,NA,12.45,,,NA,12.45,6,1.3,NA,20.1,4.5,27.6,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Muscardinus_avellarius,0,1,27.33,,,NA,27.33,4.33,0.8,4.625,23.7,NA,38.1,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,
Mustela_altaica,0,0,180.24,,,180.24,171,5.77,NA,NA,37.5,NA,48.9,NA,365,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,0,0,
Mustela_erminea,0,0,228.25,,,228.25,110.33,6.755,2.275,9.49,34.95,25.895,53.85,1,365,0,0,0,NA,0,NA,0,NA,NA,NA,NA,0,0,NA,NA,
Mustela_eversmannii,0,NA,1350,,,NA,1350,9.41,5.73,NA,36,NA,50.1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
